dem_req_rate	req_rate_localhost	con_rate_localhost	min_rep_rate_localhost	avg_rep_rate_localhost	max_rep_rate_localhost	stddev_rep_rate_localhost	resp_time_localhost	net_io_localhost	errors_localhost
20	1.5	1.0	0.0	0.6	1.4	0.6	24857.6	0.8	165
40	1.0	1.2	0.0	0.0	0.0	0.0	0.0	0.3	101
60	1.0	1.2	0.0	0.0	0.0	0.0	0.0	0.3	101
80	1.0	1.2	0.0	0.0	0.0	0.0	0.0	0.3	101
100	1.0	1.0	0.0	0.1	1.2	0.3	47504.3	0.3	1666.66666666667
120	1.2	1.0	0.0	0.3	1.4	0.5	40400.9	0.5	400
140	1.1	1.0	0.0	0.1	1.0	0.3	46176.2	0.3	1250
160	1.1	1.0	0.0	0.1	1.2	0.4	44128.0	0.4	769.230769230769
180	1.1	1.0	0.0	0.1	1.0	0.3	45301.1	0.4	1000
200	1.1	1.0	0.0	0.1	1.2	0.3	45394.2	0.4	833.333333333333
